item_code,item_description,item_description_ar,supplier_item_ref,int_barcode,loc_barcode,purchase_point,ib,uom_value,uom_id,supplier_uom_value,supplier_uom_id,weight_value,weight_id,type_id,division_id,dept_code_id,supplier_code_id,product_code_id,subproduct_code_id,group_line_id,brand_line_code_id,brand_cls_code_id,section_code_id,size_code_id,gender_code_id,fragrance_code_id,color_code_id,collection_code_id,made_in_id,item_status_code_id,created_on,created_by,updated_on,updated_by,selectivetax,vatpercentage
DD-002800025,FDT FL FACE/BODY 2.5N INT 18,,C002800025,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800030,FDT FL FACE/BODY 3N INT 18,,C002800030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800032,FDT FL FACE/BODY 3CR INT18,,C002800032,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800033,FDT FL FACE/BODY 3WP INT 18,,002800033,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800043,FDT FL FACE/BODY 4WP INT18,,C002800043,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800045,FDT FL FACE/BODY 4.5N INT 18,,C002800045,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800050,FDT FL FACE/BODY 5N INT 18,,C002800050,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800051,FDT FL FACE/BODY 5W INT18,,C002800051,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800053,FDT FL FACE/BODY 5WP INT 18,,C002800053,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800060,FDT FL FACE/BODY 6N INT18,,C002800060,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800063,FDT FL FACE/BODY 6WP INT18,,C002800063,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800065,FDT FL FACE/BODY 6.5N INT18,,C002800065,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800075,FDT FL FACE/BODY 7.5N INT18,,C002800075,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800080,FDT FL FACE/BODY 8N INT18,,C002800080,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800090,FDT FL FACE/BODY 9N INT18,,C002800090,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800100,FDT FL FACE/BODY ON INT18,,C002800100,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800451,FDT FL FACE/BODY 4.5W INT 18,,C002800451,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-002800751,FDT FL FACE/BODY 7.5W INT18,,C002800751,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,8,3,1,12,1,,1,,,,,,
DD-014600002,BACKSTAGE EYE PRIME N:02,,F014600002,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,116,8,1,3,1,12,1,,1,,,,,,
DD-088075002,BCKST PROS FLASH LUMINIZER 002 INT,,F088075002,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,117,8,1,3,1,12,1,,1,,,,,,
DD-088075003,BCKST PROS FLASH LUMINIZER 003 INT,,F088075003,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,117,8,1,3,1,12,1,,1,,,,,,
DD-088075005,BCKST PROS FLASH LUMINIZER 005 INT,,F088075005,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,117,8,1,3,1,12,1,,1,,,,,,
DD-088075025,BCKST PROS FLASH LUMINIZER 025 INT,,F088075025,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,117,8,1,3,1,12,1,,1,,,,,,
DD-088075500,BCKST PROS FLASH LUMINIZER 500 INT,,F088075500,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,117,8,1,3,1,12,1,,1,,,,,,
DD-088075800,BCKST PROS FLASH LUMINIZER 800 INT,,F088075800,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,117,8,1,3,1,12,1,,1,,,,,,
DD-092957003,BCKST PROS FIX IT CONCEAL 003 INT1,,F092957003,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,108,8,1,3,1,12,1,,1,,,,,,
DD-092957004,BCKST PROS FIX IT CONCEAL 004 INT1,,F092957004,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,108,8,1,3,1,12,1,,1,,,,,,
DD-092957005,BCKST PROS FIX IT CONCEAL 005 INT1,,F092957005,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,108,8,1,3,1,12,1,,1,,,,,,
DD-092960100,BCKST PROS FIX IT COLOUR 100 INT16,,F092960100,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,119,8,1,3,1,12,1,,1,,,,,,
DD-092960200,BCKST PROS FIX IT COLOUR 200 INT16,,F092960200,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,119,8,1,3,1,12,1,,1,,,,,,
DD-092960300,BCKST PROS FIX IT COLOUR 300 INT16,,F092960300,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,119,8,1,3,1,12,1,,1,,,,,,
DD-092960400,BCKST PROS FIX IT COLOUR 400 INT16,,F092960400,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,119,8,1,3,1,12,1,,1,,,,,,
DD-099600014,BRUSH LIGHT COVERAGE FL11 INT 18,,C099600014,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,120,8,1,3,1,12,1,,1,,,,,,
DD-099600022,LARGE SMUDGING BRUSH 23 INT 18,,C099600022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,120,8,1,3,1,12,1,,1,,,,,,
DD-099600024,EYELINER BRUSH 24 INT18,,C099600024,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,120,8,1,3,1,12,1,,1,,,,,,
DD-099600029,BRUCH FULL COVERAGE FL12 INT 18,,C099600029,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,120,8,1,3,1,12,1,,1,,,,,,
DD-099600092,DSK BCKST AIRFLASH BRUSH INT18,,C099600092,,,40,0,1,5,,,,,3,1,5,20,24,329,97,38,120,8,1,3,1,12,1,,1,,,,,,
DD-003773001,C/TOT LOOSE POWDER 001 A/J18,,C003773001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070695010,CAPTURE TOTALE SERUM FOUND N:010,,F070695010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070695020,CAPTURE TOTALE SERUM FOUND N:020,,F070695020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070695021,C/TOT FDT FL 021 30ML INT14,,F070695021,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070695022,CAPTURE TOTALE SERUM FOUND N:022,,F070695022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070695023,CAPTURE TOTALE SERUM FOUND N:023,,F070695023,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070695030,CAPTURE TOTALE SERUM FOUND N:030,,F070695030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070695040,C/TOT FDT FL 040 30ML INT14,,F070695040,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070720010,CAPTURE TOTALE COMPACT POWDER N:01,,F070720010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070720020,CAPTURE TOTALE COMPACT POWDER N:20,,F070720020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070720021,C/TOT FDT CPT 021 A/J14,,F070720021,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070720023,CAPTURE TOTALE COMPACT POWDER N:23,,F070720023,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-070720030,CAPTURE TOTALE COMPACT POWDER N:30,,F070720030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,39,121,8,1,3,1,12,1,,1,,,,,,
DD-000900010,DSK FORV UNDERCOVER FDT 010 INT18,,C000900010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900015,DSK FORV UNDERCOVER FDT 015 INT18,,C000900015,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900020,DSK FORV UNDERCOVER FDT 020 INT18,,C000900020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900021,DSK FORV UNDERCOVER FDT 021 INT18,,C000900021,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900022,DSK FORV UNDERCOVER FDT 022 INT18,,C000900022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900023,DSK FORV UNDERCOVER FDT 023 INT18,,C000900023,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900025,DSK FORV UNDERCOVER FDT 025 INT18,,C000900025,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900030,DSK FORV UNDERCOVER FDT 030 INT18,,C000900030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900031,DSK FORV UNDERCOVER FDT 031 INT18,,C000900031,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900032,DSK FORV UNDERCOVER FDT 032 INT18,,C000900032,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900033,DSK FORV UNDERCOVER FDT 033 INT18,,C000900033,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900035,DSK FORV UNDERCOVER FDT 035 INT18,,C000900035,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900040,DSK FORV UNDERCOVER FDT 040 INT18,,C000900040,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900045,DSK FORV UNDERCOVER FDT 045 INT18,,C000900045,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-000900050,DSK FORV UNDERCOVER FDT 050 INT18,,C000900050,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,122,8,1,3,1,12,1,,1,,,,,,
DD-002000002,DSK MINERAL NUDE BRONZE PDR 002 IN,,C002000002,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,123,8,1,3,1,12,1,,1,,,,,,
DD-002000003,DSK MINERAL NUDE BRONZE PDR 003 IN,,C002000003,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,123,8,1,3,1,12,1,,1,,,,,,
DD-002000004,DSK MINERAL NUDE BRONZE PDE 004 IN,,C002000004,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,123,8,1,3,1,12,1,,1,,,,,,
DD-002000006,DSK MINERAL NUDE BRONZE PDR 006 IN,,C002000006,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,123,8,1,3,1,12,1,,1,,,,,,
DD-002200001,DSK MINERAL NUDE LUMIN PDR 001 INT,,C002200001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,123,8,1,3,1,12,1,,1,,,,,,
DD-002200002,DSK MINERAL NUDE LUMIN PDR 002 INT,,C002200002,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,123,8,1,3,1,12,1,,1,,,,,,
DD-002200003,DSK MINERAL NUDE LUMIN PDR 003 INT,,C002200003,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,123,8,1,3,1,12,1,,1,,,,,,
DD-033240020,DSK NUDE AIR PDR CPT 020 INT15,,F033240020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-033240030,DSK NUDE AIR PDR CPT 030 INT15,,F033240030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-033240040,DSK NUDE AIR PDR CPT 040 INT15,,F033240040,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-033250010,DSK FORV FDT CPT 010 INT17,,F033250010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033250020,DSK FORV FDT CPT 020 INT17,,F033250020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033250022,DSK FORV FDT CPT 022 INT17,,F033250022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033250025,DSK FORV FDT CPT 025 INT17,,F033250025,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033250030,DSK FORV FDT CPT 030 INT17,,F033250030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033250032,DSK FORV FDT CPT 032 INT17,,F033250032,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033250035,DSK FORV FDT CPT 035 INT17,,F033250035,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033250040,DSK FORV FDT CPT 040 INT17,,F033250040,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,125,8,1,3,1,12,1,,1,,,,,,
DD-033260010,DSK FORV MOUSSE FDT 010 INT17,,F033260010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,126,8,1,3,1,12,1,,1,,,,,,
DD-033260020,DSK FORV MOUSSE FDT 020 INT17,,F033260020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,126,8,1,3,1,12,1,,1,,,,,,
DD-033260022,DSK FORV MOUSSE FDT 022 INT17,,F033260022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,126,8,1,3,1,12,1,,1,,,,,,
DD-033260030,DSK FORV MOUSSE FDT 030 INT17,,F033260030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,126,8,1,3,1,12,1,,1,,,,,,
DD-033260033,DSK FORV MOUSSE FDT 033 INT17,,F033260033,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,126,8,1,3,1,12,1,,1,,,,,,
DD-033260040,DSK FORV MOUSSE FDT 040 INT17,,F033260040,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,126,8,1,3,1,12,1,,1,,,,,,
DD-033920010,DSK FORV CONCEAL 010 INT17,,F033920010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,127,8,1,3,1,12,1,,1,,,,,,
DD-033920020,DSK FORV CONCEAL 020 INT17,,F033920020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,127,8,1,3,1,12,1,,1,,,,,,
DD-033920022,DSK FORV CONCEAL 022 INT17,,F033920022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,127,8,1,3,1,12,1,,1,,,,,,
DD-033920030,DSK FORV CONCEAL 030 INT17,,F033920030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,127,8,1,3,1,12,1,,1,,,,,,
DD-033920040,DSK FORV CONCEAL 040 INT17,,F033920040,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,127,8,1,3,1,12,1,,1,,,,,,
DD-071510001,DOR DSK ROSY GLOW 001 INT12,,F071510001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,128,8,1,3,1,12,1,,1,,,,,,
DD-072035010,DSK NUDE AIR LOOSE PDR 010 INT15,,F072035010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-072035012,DSK NUDE AIR LOOSE PDR 012 INT15,,F072035012,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-072035020,DSK NUDE AIR LOOSE PDR 020 INT15,,F072035020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-072035030,DSK NUDE AIR LOOSE PDR 030 INT15,,F072035030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-072035040,DSK NUDE AIR LOOSE PDR 040 INT15,,F072035040,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,124,8,1,3,1,12,1,,1,,,,,,
DD-077885010,DSK STAR FDT FLUIDE 010 30ML INT14,,F077885010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,7,3,1,12,1,,1,,,,,,
DD-077885020,DSK STAR FDT FLUIDE 020 30ML INT14,,F077885020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,7,3,1,12,1,,1,,,,,,
DD-077885021,DSK STAR FDT FLUIDE 021 30ML INT14,,F077885021,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,7,3,1,12,1,,1,,,,,,
DD-077885022,DSK STAR FDT FLUIDE 022 30ML INT14,,F077885022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,7,3,1,12,1,,1,,,,,,
DD-077885023,DSK STAR FDT FLUIDE 023 30ML INT14,,F077885023,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,7,3,1,12,1,,1,,,,,,
DD-077885030,DSK STAR FDT FLUIDE 030 30ML INT14,,F077885030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,1,3,1,12,1,,1,,,,,,
DD-077885032,DSK STAR FDT FLUIDE 032 30ML INT14,,F077885032,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,7,3,1,12,1,,1,,,,,,
DD-077885033,DSK STAR FDT FLUIDE 033 30ML INT14,,F077885033,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,129,8,1,3,1,12,1,,1,,,,,,
DD-077890010,DSK NUDE FDT FL 010 30ML INT12,,F077890010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,130,8,7,3,1,12,1,,1,,,,,,
DD-077890020,DSK NUDE FDT FL 020 30ML INT12,,F077890020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,130,8,7,3,1,12,1,,1,,,,,,
DD-077890022,DSK NUDE FDT FL 022 30ML INT12,,F077890022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,130,8,7,3,1,12,1,,1,,,,,,
DD-077890030,DSK NUDE FDT FL 030 30ML INT12,,F077890030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,130,8,7,3,1,12,1,,1,,,,,,
DD-077890031,DSK NUDE FDT FL 031 30ML INT12,,F077890031,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,130,8,7,3,1,12,1,,1,,,,,,
DD-077890032,DSK NUDE FDT FL 032 30ML INT12,,F077890032,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,130,8,7,3,1,12,1,,1,,,,,,
DD-007950020,DSK FORV CUSHION 020 INT17,,F007950020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,131,8,1,3,1,12,1,,1,,,,,,
DD-072070001,DSK FORV PDR LOOSE 001 INT16,,F072070001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,132,8,1,3,1,12,1,,1,,,,,,
DD-077080010,DSK FORV FDT FL 010 30ML INT16,,F077080010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,1,3,1,12,1,,1,,,,,,
DD-077080015,DSK FORV FDT FL 015 INT17,,F077080015,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,1,3,1,12,1,,1,,,,,,
DD-077080020,DSK FORV FDT FL 020 30ML INT16,,F077080020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,1,3,1,12,1,,1,,,,,,
DD-077080021,DSK FORV FDT FL 021 30ML INT16,,F077080021,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,7,3,1,12,1,,1,,,,,,
DD-077080022,DSK FORV FDT FL 022 30ML INT16,,F077080022,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,7,3,1,12,1,,1,,,,,,
DD-077080025,DSK FORV FDT FL 025 INT17,,F077080025,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,1,3,1,12,1,,1,,,,,,
DD-077080030,DSK FORV FDT FL 030 30ML INT16,,F077080030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,1,3,1,12,1,,1,,,,,,
DD-077080031,DSK FORV FDT FL 031 30ML INT16,,F077080031,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,7,3,1,12,1,,1,,,,,,
DD-077080032,DSK FORV FDT FL 032 30ML INT16,,F077080032,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,7,3,1,12,1,,1,,,,,,
DD-077080035,DSK FORV FDT FL 035 INT17,,F077080035,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,1,3,1,12,1,,1,,,,,,
DD-077080050,DSK FORV FDT FL 050 30ML INT16,,F077080050,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,159,8,1,3,1,12,1,,1,,,,,,
DD-077970001,DSK FORV PRIMER BASE 001 INT16,,F077970001,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,133,8,1,3,1,12,1,,1,,,,,,
DD-077893010,DSK NUDE AIR FDT SER 010 30ML INT1,,F077893010,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,160,8,7,3,1,12,1,,1,,,,,,
DD-077893020,DSK NUDE AIR FDT SER 020 30ML INT1,,F077893020,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,160,8,7,3,1,12,1,,1,,,,,,
DD-077893023,DSK NUDE AIR FDT SER 023 30ML INT1,,F077893023,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,160,8,7,3,1,12,1,,1,,,,,,
DD-077893030,DSK NUDE AIR FDT SER 030 30ML INT1,,F077893030,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,160,8,7,3,1,12,1,,1,,,,,,
DD-077893033,DSK NUDE AIR FDT SER 033 30ML INT1,,F077893033,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,160,8,7,3,1,12,1,,1,,,,,,
DD-077893050,DSK NUDE AIR FDT SER 050 30ML INT1,,F077893050,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,160,8,7,3,1,12,1,,1,,,,,,
DD-000000028,DSK ROUGE BLUSH 028 INT18,,C000000028,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000047,DSK ROUGE BLUSH 047 INT18,,C000000047,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000060,DSK ROUGE BLUSH 060 INT18,,C000000060,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000169,DSK ROUGE BLUSH 169 INT18,,C000000169,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000250,DSK ROUGE BLUSH 250 INT18,,C000000250,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000277,DSK ROUGE BLUSH 277 INT18,,C000000277,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000330,DSK ROUGE BLUSH 330 INT18,,C000000330,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000459,DSK ROUGE BLUSH 459 INT18,,C000000459,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000465,DSK ROUGE BLUSH 465 INT18,,C000000465,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000475,DSK ROUGE BLUSH 475 INT18,,C000000475,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000601,DSK ROUGE BLUSH 601 INT18,,C000000601,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000614,DSK ROUGE BLUSH 614 INT18,,C000000614,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000678,DSK ROUGE BLUSH 678 INT18,,C000000678,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000962,DSK ROUGE BLUSH 962 INT18,,C000000962,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000000999,DSK ROUGE BLUSH 999 INT18,,C000000999,,,40,0,1,5,,,,,3,1,5,20,24,329,97,40,135,8,1,3,1,12,1,,1,,,,,,
DD-000355108,RGE DIOR VERNIS 108 INT14,,F000355108,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,136,8,1,3,1,12,1,,1,,,,,,
DD-000355155,RGE DIOR VERNIS 155 INT14,,F000355155,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,136,8,1,3,1,12,1,,1,,,,,,
DD-000355268,RGE DIOR VERNIS 268 INT14,,F000355268,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,136,8,1,3,1,12,1,,1,,,,,,
DD-000355306,RGE DIOR VERNIS 306 INT14,,F000355306,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,136,8,1,3,1,12,1,,1,,,,,,
DD-000355338,RGE DIOR VERNIS 338 INT14,,F000355338,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,136,8,1,3,1,12,1,,1,,,,,,
DD-000355403,RGE DIOR VERNIS 403 INT14,,F000355403,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,136,8,1,3,1,12,1,,1,,,,,,
DD-000355413,RGE DIOR VERNIS 413 INT14,,F000355413,,,40,0,1,5,,,,,3,1,5,20,24,329,97,37,136,8,1,3,1,12,1,,1,,,,,,
