item_code_id,most_recent_cost,average_cost,most_recent_landed_cost,currency_id,opening_average_cost,last_issued_date,wholesale_price,retail_price,vansale_price,reorder_qty,created_on,created_by,updated_on,updated_by
370,367.2000,367.200,367.200,6,367.2000,,540.00,540.00,540.00,,,,,
371,256.3600,256.360,256.360,6,256.3600,,377.00,377.00,377.00,,,,,
372,367.2000,367.200,367.200,6,367.2000,,540.00,540.00,540.00,,,,,
373,451.5200,451.520,451.520,6,451.5200,,664.00,664.00,664.00,,,,,
374,316.8800,316.880,316.880,6,316.8800,,466.00,466.00,466.00,,,,,
375,448.1200,448.120,448.120,6,448.1200,,659.00,659.00,659.00,,,,,
376,316.8800,316.880,316.880,6,316.8800,,466.00,466.00,466.00,,,,,
377,448.1200,448.120,448.120,6,448.1200,,659.00,659.00,659.00,,,,,
378,238.0000,238.000,238.000,6,238.0000,,350.00,350.00,350.00,,,,,
379,337.2800,337.280,337.280,6,337.2800,,496.00,496.00,496.00,,,,,
380,316.8800,316.880,316.880,6,316.8800,,466.00,466.00,466.00,,,,,
381,448.1200,448.120,448.120,6,448.1200,,659.00,659.00,659.00,,,,,
382,238.0000,238.000,238.000,6,238.0000,,350.00,350.00,350.00,,,,,
383,337.2800,337.280,337.280,6,337.2800,,496.00,496.00,496.00,,,,,
384,122.4000,122.400,122.400,6,122.4000,,180.00,180.00,180.00,,,,,
385,122.4000,122.400,122.400,6,122.4000,,180.00,180.00,180.00,,,,,
386,164.5600,164.560,164.560,6,164.5600,,242.00,242.00,242.00,,,,,
387,212.8400,212.840,212.840,6,212.8400,,313.00,313.00,313.00,,,,,
388,121.0400,121.040,121.040,6,121.0400,,178.00,178.00,178.00,,,,,
389,112.8800,112.880,112.880,6,112.8800,,166.00,166.00,166.00,,,,,
390,225.7600,225.760,225.760,6,225.7600,,332.00,332.00,332.00,,,,,
391,316.8800,316.880,316.880,6,316.8800,,466.00,466.00,466.00,,,,,
392,475.3200,475.320,475.320,6,475.3200,,699.00,699.00,699.00,,,,,
393,248.2000,248.200,248.200,6,248.2000,,365.00,365.00,365.00,,,,,
394,364.4800,364.480,364.480,6,364.4800,,536.00,536.00,536.00,,,,,
395,230.5200,230.520,230.520,6,230.5200,,339.00,339.00,339.00,,,,,
396,282.8800,282.880,282.880,6,282.8800,,416.00,416.00,416.00,,,,,
397,397.8000,397.800,397.800,6,397.8000,,585.00,585.00,585.00,,,,,
398,158.4400,158.440,158.440,6,158.4400,,233.00,233.00,233.00,,,,,
399,83.6400,83.640,83.640,6,83.6400,,123.00,123.00,123.00,,,,,
400,83.6400,83.640,83.640,6,83.6400,,123.00,123.00,123.00,,,,,
401,83.6400,83.640,83.640,6,83.6400,,123.00,123.00,123.00,,,,,
402,83.6400,83.640,83.640,6,83.6400,,123.00,123.00,123.00,,,,,
403,83.6400,83.640,83.640,6,83.6400,,123.00,123.00,123.00,,,,,
404,83.6400,83.640,83.640,6,83.6400,,123.00,123.00,123.00,,,,,
405,235.9600,235.960,235.960,6,235.9600,,347.00,347.00,347.00,,,,,
406,182.2400,182.240,182.240,6,182.2400,,268.00,268.00,268.00,,,,,
407,80.2400,80.240,80.240,6,0.0000,,118.00,118.00,118.00,,,,,
408,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
409,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
410,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
411,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
412,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
413,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
414,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
415,201.9600,201.960,201.960,6,201.9600,,297.00,297.00,297.00,,,,,
416,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
417,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
418,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
419,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
420,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
421,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
422,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
423,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
424,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
425,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
426,178.1600,178.160,178.160,6,178.1600,,262.00,262.00,262.00,,,,,
427,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
428,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
429,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
430,96.5600,96.560,96.560,6,96.5600,,142.00,142.00,142.00,,,,,
431,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
432,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
433,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
434,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
435,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
436,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
437,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
438,108.8000,108.800,108.800,6,108.8000,,160.00,160.00,160.00,,,,,
439,108.8000,108.800,108.800,6,108.8000,,160.00,160.00,160.00,,,,,
440,108.8000,108.800,108.800,6,108.8000,,160.00,160.00,160.00,,,,,
441,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
442,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
443,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
444,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
445,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
446,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
447,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
448,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
449,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
450,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
451,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
452,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
453,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
454,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
455,101.3200,101.320,101.320,6,101.3200,,149.00,149.00,149.00,,,,,
456,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
457,85.0000,85.000,85.000,6,0.0000,,125.00,125.00,125.00,,,,,
458,85.0000,85.000,85.000,6,85.0000,,125.00,125.00,125.00,,,,,
459,85.0000,85.000,85.000,6,85.0000,,125.00,125.00,125.00,,,,,
460,85.0000,85.000,85.000,6,0.0000,,125.00,125.00,125.00,,,,,
461,85.0000,85.000,85.000,6,85.0000,,125.00,125.00,125.00,,,,,
462,85.0000,85.000,85.000,6,85.0000,,125.00,125.00,125.00,,,,,
463,70.7200,70.720,70.720,6,70.7200,,104.00,104.00,104.00,,,,,
464,70.7200,70.720,70.720,6,0.0000,,104.00,104.00,104.00,,,,,
465,70.7200,70.720,70.720,6,70.7200,,104.00,104.00,104.00,,,,,
466,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
467,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
468,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
469,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
470,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
471,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
472,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
473,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
474,88.4000,88.400,88.400,6,88.4000,,130.00,130.00,130.00,,,,,
475,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
476,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
477,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
478,106.7600,106.760,106.760,6,0.0000,,157.00,157.00,157.00,,,,,
479,106.7600,106.760,106.760,6,0.0000,,157.00,157.00,157.00,,,,,
480,106.7600,106.760,106.760,6,0.0000,,157.00,157.00,157.00,,,,,
481,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
482,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
483,106.7600,106.760,106.760,6,0.0000,,157.00,157.00,157.00,,,,,
484,106.7600,106.760,106.760,6,0.0000,,157.00,157.00,157.00,,,,,
485,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
486,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
487,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
488,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
489,101.3200,101.320,101.320,6,101.3200,,149.00,149.00,149.00,,,,,
490,99.2800,99.280,99.280,6,99.2800,,146.00,146.00,146.00,,,,,
491,99.2800,99.280,99.280,6,0.0000,,146.00,146.00,146.00,,,,,
492,99.2800,99.280,99.280,6,0.0000,,146.00,146.00,146.00,,,,,
493,99.2800,99.280,99.280,6,99.2800,,146.00,146.00,146.00,,,,,
494,99.2800,99.280,99.280,6,99.2800,,146.00,146.00,146.00,,,,,
495,99.2800,99.280,99.280,6,99.2800,,146.00,146.00,146.00,,,,,
496,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
497,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
498,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
499,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
500,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
501,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
502,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
503,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
504,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
505,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
506,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
507,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
508,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
509,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
510,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
511,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
512,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
513,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
514,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
515,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
516,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
517,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
518,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
519,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
520,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
521,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
522,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
523,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
524,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
525,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
526,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
527,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
528,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
529,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
530,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
531,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
532,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
533,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
534,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
535,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
536,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
537,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
538,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
539,99.9600,99.960,99.960,6,99.9600,,147.00,147.00,147.00,,,,,
540,101.3200,101.320,101.320,6,101.3200,,149.00,149.00,149.00,,,,,
541,101.3200,101.320,101.320,6,101.3200,,149.00,149.00,149.00,,,,,
542,101.3200,101.320,101.320,6,101.3200,,149.00,149.00,149.00,,,,,
543,101.3200,101.320,101.320,6,101.3200,,149.00,149.00,149.00,,,,,
544,101.3200,101.320,101.320,6,101.3200,,149.00,149.00,149.00,,,,,
545,101.3200,101.320,101.320,6,0.0000,,149.00,149.00,149.00,,,,,
546,114.2400,114.240,114.240,6,114.2400,,168.00,168.00,168.00,,,,,
547,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
548,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
549,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
550,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
551,106.7600,106.760,106.760,6,106.7600,,157.00,157.00,157.00,,,,,
552,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
553,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
554,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
555,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
556,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
557,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
558,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
559,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
560,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
561,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
562,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
563,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
564,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
565,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
566,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
567,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
568,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
569,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
570,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
571,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
572,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
573,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
574,84.3200,84.320,84.320,6,84.3200,,124.00,124.00,124.00,,,,,
575,96.5600,96.560,96.560,6,96.5600,,142.00,142.00,142.00,,,,,
576,96.5600,96.560,96.560,6,96.5600,,142.00,142.00,142.00,,,,,
577,96.5600,96.560,96.560,6,96.5600,,142.00,142.00,142.00,,,,,
578,96.5600,96.560,96.560,6,96.5600,,142.00,142.00,142.00,,,,,
579,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
580,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
581,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
582,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
583,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
584,80.2400,80.240,80.240,6,0.0000,,118.00,118.00,118.00,,,,,
585,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
586,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
587,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
588,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
589,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
590,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
591,153.0000,153.000,153.000,6,153.0000,,225.00,225.00,225.00,,,,,
592,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
593,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
594,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
595,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
596,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
597,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
598,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
599,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
600,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
601,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
602,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
