item_code_id,most_recent_cost,average_cost,most_recent_landed_cost,currency_id,opening_average_cost,last_issued_date,wholesale_price,retail_price,vansale_price,reorder_qty,created_on,created_by,updated_on,updated_by
603,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
604,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
605,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
606,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
607,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
608,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
609,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
610,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
611,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
612,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
613,117.6400,117.640,117.640,6,0.0000,,173.00,173.00,173.00,,,,,
614,102.6800,102.680,102.680,6,102.6800,,151.00,151.00,151.00,,,,,
615,138.0400,138.040,138.040,6,138.0400,,203.00,203.00,203.00,,,,,
616,138.0400,138.040,138.040,6,138.0400,,203.00,203.00,203.00,,,,,
617,138.0400,138.040,138.040,6,138.0400,,203.00,203.00,203.00,,,,,
618,138.0400,138.040,138.040,6,138.0400,,203.00,203.00,203.00,,,,,
619,138.0400,138.040,138.040,6,138.0400,,203.00,203.00,203.00,,,,,
620,138.0400,138.040,138.040,6,138.0400,,203.00,203.00,203.00,,,,,
621,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
622,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
623,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
624,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
625,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
626,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
627,111.5200,111.520,111.520,6,111.5200,,164.00,164.00,164.00,,,,,
628,112.8800,112.880,112.880,6,,,166.00,166.00,166.00,,,,,
629,96.5600,96.560,96.560,6,,,142.00,142.00,142.00,,,,,
630,80.2400,80.240,80.240,6,,,118.00,118.00,118.00,,,,,
631,127.8400,127.840,127.840,6,,,188.00,188.00,188.00,,,,,
632,127.8400,127.840,127.840,6,127.8400,,188.00,188.00,188.00,,,,,
633,205.3600,205.360,205.360,6,205.3600,,302.00,302.00,302.00,,,,,
634,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
635,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
636,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
637,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
638,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
639,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
640,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
641,303.2800,303.280,303.280,6,303.2800,,446.00,446.00,446.00,,,,,
642,303.2800,303.280,303.280,6,303.2800,,446.00,446.00,446.00,,,,,
643,303.2800,303.280,303.280,6,303.2800,,446.00,446.00,446.00,,,,,
644,303.2800,303.280,303.280,6,303.2800,,446.00,446.00,446.00,,,,,
645,303.2800,303.280,303.280,6,303.2800,,446.00,446.00,446.00,,,,,
646,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
647,145.5200,145.520,145.520,6,0.0000,,214.00,214.00,214.00,,,,,
648,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
649,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
650,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
651,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
652,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
653,145.5200,145.520,145.520,6,0.0000,,214.00,214.00,214.00,,,,,
654,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
655,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
656,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
657,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
658,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
659,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
660,145.5200,145.520,145.520,6,145.5200,,214.00,214.00,214.00,,,,,
661,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
662,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
663,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
664,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
665,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
666,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
667,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
668,165.2400,165.240,165.240,6,165.2400,,243.00,243.00,243.00,,,,,
669,165.2400,165.240,165.240,6,165.2400,,243.00,243.00,243.00,,,,,
670,165.2400,165.240,165.240,6,165.2400,,243.00,243.00,243.00,,,,,
671,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
672,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
673,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
674,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
675,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
676,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
677,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
678,166.6000,166.600,166.600,6,166.6000,,245.00,245.00,245.00,,,,,
679,134.6400,134.640,134.640,6,134.6400,,198.00,198.00,198.00,,,,,
680,134.6400,134.640,134.640,6,134.6400,,198.00,198.00,198.00,,,,,
681,134.6400,134.640,134.640,6,134.6400,,198.00,198.00,198.00,,,,,
682,134.6400,134.640,134.640,6,134.6400,,198.00,198.00,198.00,,,,,
683,134.6400,134.640,134.640,6,134.6400,,198.00,198.00,198.00,,,,,
684,134.6400,134.640,134.640,6,134.6400,,198.00,198.00,198.00,,,,,
685,94.5200,94.520,94.520,6,94.5200,,139.00,139.00,139.00,,,,,
686,94.5200,94.520,94.520,6,0.0000,,139.00,139.00,139.00,,,,,
687,94.5200,94.520,94.520,6,94.5200,,139.00,139.00,139.00,,,,,
688,94.5200,94.520,94.520,6,94.5200,,139.00,139.00,139.00,,,,,
689,94.5200,94.520,94.520,6,0.0000,,139.00,139.00,139.00,,,,,
690,149.6000,149.600,149.600,6,149.6000,,220.00,220.00,220.00,,,,,
691,178.8400,178.840,178.840,6,178.8400,,263.00,263.00,263.00,,,,,
692,178.8400,178.840,178.840,6,178.8400,,263.00,263.00,263.00,,,,,
693,178.8400,178.840,178.840,6,178.8400,,263.00,263.00,263.00,,,,,
694,178.8400,178.840,178.840,6,178.8400,,263.00,263.00,263.00,,,,,
695,178.8400,178.840,178.840,6,178.8400,,263.00,263.00,263.00,,,,,
696,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
697,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
698,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
699,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
700,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
701,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
702,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
703,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
704,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
705,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
706,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
707,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
708,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
709,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
710,149.6000,149.600,149.600,6,149.6000,,220.00,220.00,220.00,,,,,
711,178.8400,178.840,178.840,6,178.8400,,263.00,263.00,263.00,,,,,
712,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
713,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
714,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
715,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
716,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
717,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
718,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
719,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
720,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
721,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
722,161.8400,161.840,161.840,6,161.8400,,238.00,238.00,238.00,,,,,
723,137.3600,137.360,137.360,6,0.0000,,202.00,202.00,202.00,,,,,
724,170.0000,170.000,170.000,6,170.0000,,250.00,250.00,250.00,,,,,
725,170.0000,170.000,170.000,6,170.0000,,250.00,250.00,250.00,,,,,
726,170.0000,170.000,170.000,6,170.0000,,250.00,250.00,250.00,,,,,
727,170.0000,170.000,170.000,6,170.0000,,250.00,250.00,250.00,,,,,
728,170.0000,170.000,170.000,6,170.0000,,250.00,250.00,250.00,,,,,
729,170.0000,170.000,170.000,6,170.0000,,250.00,250.00,250.00,,,,,
730,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
731,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
732,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
733,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
734,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
735,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
736,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
737,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
738,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
739,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
740,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
741,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
742,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
743,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
744,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
745,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
746,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
747,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
748,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
749,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
750,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
751,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
752,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
753,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
754,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
755,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
756,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
757,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
758,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
759,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
760,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
761,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
762,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
763,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
764,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
765,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
766,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
767,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
768,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
769,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
770,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
771,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
772,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
773,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
774,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
775,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
776,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
777,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
778,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
779,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
780,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
781,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
782,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
783,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
784,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
785,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
786,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
787,129.2000,129.200,129.200,6,129.2000,,190.00,190.00,190.00,,,,,
788,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
789,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
790,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
791,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
792,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
793,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
794,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
795,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
796,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
797,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
798,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
799,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
800,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
801,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
802,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
803,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
804,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
805,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
806,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
807,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
808,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
809,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
810,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
811,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
812,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
813,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
814,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
815,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
816,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
817,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
818,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
819,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
820,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
821,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
822,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
823,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
824,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
825,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
826,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
827,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
828,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
829,117.6400,117.640,117.640,6,117.6400,,173.00,173.00,173.00,,,,,
830,144.1600,144.160,144.160,6,144.1600,,212.00,212.00,212.00,,,,,
831,126.4800,126.480,126.480,6,126.4800,,186.00,186.00,186.00,,,,,
832,126.4800,126.480,126.480,6,126.4800,,186.00,186.00,186.00,,,,,
833,126.4800,126.480,126.480,6,126.4800,,186.00,186.00,186.00,,,,,
834,126.4800,126.480,126.480,6,126.4800,,186.00,186.00,186.00,,,,,
835,141.4400,141.440,141.440,6,141.4400,,208.00,208.00,208.00,,,,,
836,87.0400,87.040,87.040,6,87.0400,,128.00,128.00,128.00,,,,,
837,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
838,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
839,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
840,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
841,80.2400,80.240,80.240,6,80.2400,,118.00,118.00,118.00,,,,,
842,481.4400,481.440,481.440,6,481.4400,,708.00,708.00,708.00,,,,,
843,89.7600,89.760,89.760,6,89.7600,,132.00,132.00,132.00,,,,,
844,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
845,77.5200,77.520,77.520,6,77.5200,,114.00,114.00,114.00,,,,,
846,77.5200,77.520,77.520,6,77.5200,,114.00,114.00,114.00,,,,,
847,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
848,87.0400,87.040,87.040,6,0.0000,,128.00,128.00,128.00,,,,,
849,59.1600,59.160,59.160,6,59.1600,,87.00,87.00,87.00,,,,,
850,206.7200,206.720,206.720,6,206.7200,,304.00,304.00,304.00,,,,,
851,314.8400,314.840,314.840,6,314.8400,,463.00,463.00,463.00,,,,,
852,418.8800,418.880,418.880,6,418.8800,,616.00,616.00,616.00,,,,,
853,478.7200,478.720,478.720,6,478.7200,,704.00,704.00,704.00,,,,,
854,478.7200,478.720,478.720,6,478.7200,,704.00,704.00,704.00,,,,,
855,407.3200,407.320,407.320,6,407.3200,,599.00,599.00,599.00,,,,,
856,319.6000,319.600,319.600,6,319.6000,,470.00,470.00,470.00,,,,,
857,435.2000,435.200,435.200,6,435.2000,,640.00,640.00,640.00,,,,,
858,478.7200,478.720,478.720,6,478.7200,,704.00,704.00,704.00,,,,,
859,335.2400,335.240,335.240,6,335.2400,,493.00,493.00,493.00,,,,,
860,512.0400,512.040,512.040,6,512.0400,,753.00,753.00,753.00,,,,,
861,623.5600,623.560,623.560,6,623.5600,,917.00,917.00,917.00,,,,,
862,529.7200,529.720,529.720,6,529.7200,,779.00,779.00,779.00,,,,,
863,257.0400,257.040,257.040,6,257.0400,,378.00,378.00,378.00,,,,,
864,257.0400,257.040,257.040,6,257.0400,,378.00,378.00,378.00,,,,,
865,257.0400,257.040,257.040,6,257.0400,,378.00,378.00,378.00,,,,,
866,257.0400,257.040,257.040,6,257.0400,,378.00,378.00,378.00,,,,,
867,257.0400,257.040,257.040,6,257.0400,,378.00,378.00,378.00,,,,,
868,257.0400,257.040,257.040,6,257.0400,,378.00,378.00,378.00,,,,,
869,113.5600,113.560,113.560,6,113.5600,,167.00,167.00,167.00,,,,,
870,155.7200,155.720,155.720,6,155.7200,,229.00,229.00,229.00,,,,,
871,126.4800,126.480,126.480,6,0.0000,,186.00,186.00,186.00,,,,,
872,282.8800,282.880,282.880,6,282.8800,,416.00,416.00,416.00,,,,,
873,350.2000,350.200,350.200,6,350.2000,,515.00,515.00,515.00,,,,,
874,167.2800,167.280,167.280,6,167.2800,,246.00,246.00,246.00,,,,,
875,382.1600,382.160,382.160,6,382.1600,,562.00,562.00,562.00,,,,,
876,167.2800,167.280,167.280,6,167.2800,,246.00,246.00,246.00,,,,,
877,133.9600,133.960,133.960,6,133.9600,,197.00,197.00,197.00,,,,,
878,241.4000,241.400,241.400,6,241.4000,,355.00,355.00,355.00,,,,,
879,241.4000,241.400,241.400,6,241.4000,,355.00,355.00,355.00,,,,,
880,241.4000,241.400,241.400,6,241.4000,,355.00,355.00,355.00,,,,,
881,241.4000,241.400,241.400,6,241.4000,,355.00,355.00,355.00,,,,,
882,133.2800,133.280,133.280,6,133.2800,,196.00,196.00,196.00,,,,,
883,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
884,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
885,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
886,272.6800,272.680,272.680,6,272.6800,,401.00,401.00,401.00,,,,,
887,229.1600,229.160,229.160,6,229.1600,,337.00,337.00,337.00,,,,,
888,229.1600,229.160,229.160,6,229.1600,,337.00,337.00,337.00,,,,,
889,172.0400,172.040,172.040,6,172.0400,,253.00,253.00,253.00,,,,,
890,172.0400,172.040,172.040,6,172.0400,,253.00,253.00,253.00,,,,,
891,189.0400,189.040,189.040,6,189.0400,,278.00,278.00,278.00,,,,,
892,175.4400,175.440,175.440,6,175.4400,,258.00,258.00,258.00,,,,,
893,172.0400,172.040,172.040,6,172.0400,,253.00,253.00,253.00,,,,,
894,140.0800,140.080,140.080,6,140.0800,,206.00,206.00,206.00,,,,,
895,175.4400,175.440,175.440,6,175.4400,,258.00,258.00,258.00,,,,,
896,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
897,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
898,104.7200,104.720,104.720,6,104.7200,,154.00,154.00,154.00,,,,,
899,744.6000,744.600,744.600,6,744.6000,,1095.00,1095.00,1095.00,,,,,
900,633.7600,633.760,633.760,6,633.7600,,932.00,932.00,932.00,,,,,
901,1475.6000,1475.600,1475.600,6,1475.6000,,2170.00,2170.00,2170.00,,,,,
902,1255.9600,1255.960,1255.960,6,1255.9600,,1847.00,1847.00,1847.00,,,,,
903,1290.6400,1290.640,1290.640,6,1290.6400,,1898.00,1898.00,1898.00,,,,,
904,1099.5600,1099.560,1099.560,6,1099.5600,,1617.00,1617.00,1617.00,,,,,
905,215.5600,215.560,215.560,6,215.5600,,317.00,317.00,317.00,,,,,
906,201.9600,201.960,201.960,6,201.9600,,297.00,297.00,297.00,,,,,
907,333.8800,333.880,333.880,6,333.8800,,491.00,491.00,491.00,,,,,
908,380.8000,380.800,380.800,6,380.8000,,560.00,560.00,560.00,,,,,
909,249.5600,249.560,249.560,6,249.5600,,367.00,367.00,367.00,,,,,
910,306.6800,306.680,306.680,6,306.6800,,451.00,451.00,451.00,,,,,
911,1280.4400,1280.440,1280.440,6,1280.4400,,1883.00,1883.00,1883.00,,,,,
912,295.8000,295.800,295.800,6,295.8000,,435.00,435.00,435.00,,,,,
913,295.8000,295.800,295.800,6,295.8000,,435.00,435.00,435.00,,,,,
914,295.8000,295.800,295.800,6,295.8000,,435.00,435.00,435.00,,,,,
915,543.3200,543.320,543.320,6,543.3200,,799.00,799.00,799.00,,,,,
916,1124.7200,1124.720,1124.720,6,1124.7200,,1654.00,1654.00,1654.00,,,,,
917,1124.7200,1124.720,1124.720,6,1124.7200,,1654.00,1654.00,1654.00,,,,,
918,626.9600,626.960,626.960,6,626.9600,,922.00,922.00,922.00,,,,,
919,1124.7200,1124.720,1124.720,6,1124.7200,,1654.00,1654.00,1654.00,,,,,
920,1190.0000,1190.000,1190.000,6,1190.0000,,1750.00,1750.00,1750.00,,,,,
921,263.8400,263.840,263.840,6,263.8400,,388.00,388.00,388.00,,,,,
922,273.3600,273.360,273.360,6,273.3600,,402.00,402.00,402.00,,,,,
923,321.6400,321.640,321.640,6,321.6400,,473.00,473.00,473.00,,,,,
924,569.8400,569.840,569.840,6,569.8400,,838.00,838.00,838.00,,,,,
925,0.0000,0.000,0.000,6,0.0000,,0.00,0.00,0.00,,,,,
